Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
59413,6,1519294505.0,135,2,0,0,0,0,0,0,0,0,0,0,0,0,14814.8148148148,135,0,135,135,135,135,0,135,135,0,0,0,0,0,0,0,0,0,40,0,14814.8148148148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0,0,0,0,0,0,0,0,Benign
34140,6,1519275258.0,86228625,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0231941539,86228625,0,86228625,86228625,86228625,86228625,0,86228625,86228625,0,0,0,0,0,0,0,0,0,40,0,0.0231941539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62568,-1,0,20,0,0,0,0,86228625,0,86228625,86228625,Benign
3389,6,1519263755.0,4721362,11,7,1148,1581,677,0,104.3636363636,202.2944748268,1173,0,225.8571428571,430.0986044197,578.0111755887,3.8124592014,277727.176470588,596014.943974796,2375511,123,4721362,472136.2,754496.147068109,2375511,8077,4593210,765535,921984.072407978,2505321,98775,0,0,0,0,232,152,2.3298361786,1.4826230228,0,1173,143.6315789474,298.5202785828,89114.3567251462,0,0,1,1,0,0,0,1,0,151.6111111111,104.3636363636,225.8571428571,0,0,0,0,0,0,11,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
51683,6,1519304196.0,198,2,0,0,0,0,0,0,0,0,0,0,0,0,10101.0101010101,198,0,198,198,198,198,0,198,198,0,0,0,0,0,0,0,0,0,40,0,10101.0101010101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519273988.0,1560,1,1,34,79,34,34,34,0,79,79,79,0,72435.8974358974,1282.0512820513,1560,0,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,641.0256410256,641.0256410256,34,79,49,25.9807621135,675,0,0,0,0,0,0,0,0,1,73.5,34,79,0,0,0,0,0,0,1,34,1,79,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
51489,6,1519301973.0,26,1,1,0,0,0,0,0,0,0,0,0,0,0,76923.0769230769,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,38461.5384615385,38461.5384615385,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,31114,63719,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519273986.0,19351,1,1,31,90,31,31,31,0,90,90,90,0,6252.9068265206,103.3538318433,19351,0,19351,19351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,51.6769159217,51.6769159217,31,90,50.6666666667,34.0636658822,1160.3333333333,0,0,0,0,0,0,0,0,1,76,31,90,0,0,0,0,0,0,1,31,1,90,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519269185.0,2324307,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1174.1134024034,6.4535364735,166021.928571429,248824.943222977,953184,82,2324307,332043.857142857,428409.658829579,1292828,49972,2042300,340383.333333333,301346.841949715,953184,168364,0,0,0,0,168,148,3.4418861192,3.0116503543,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
53,17,1519301989.0,219,1,1,45,61,45,45,45,0,61,61,61,0,484018.264840183,9132.4200913242,219,0,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4566.2100456621,4566.2100456621,45,61,50.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,75.5,45,61,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519293948.0,1666292,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1637.7681702847,9.0020236549,119020.857142857,245617.488875521,953378,3,1666292,238041.714285714,389006.269394515,1115284,3,1558081,259680.166666667,340486.661252048,953378,109027,0,0,0,0,172,152,4.8010792826,4.2009443723,0,1173,170.5625,319.433241591,102037.595833333,0,0,1,1,0,0,0,1,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
53765,6,1519274968.0,86401455,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0231477583,86401455,0,86401455,86401455,86401455,86401455,0,86401455,86401455,0,0,0,0,0,0,0,0,0,40,0,0.0231477583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62568,-1,0,20,0,0,0,0,86401455,0,86401455,86401455,Benign
53,17,1519296425.0,72052,2,2,94,350,47,47,47,0,175,175,175,0,6162.2161772054,55.5154610559,24017.3333333333,23182.1856677349,46726,389,71663,71663,0,71663,71663,47115,47115,0,47115,47115,0,0,0,0,16,16,27.757730528,27.757730528,47,175,98.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,122.75,47,175,0,0,0,0,0,0,2,94,2,350,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519297030.0,3325506,9,7,1132,1581,661,0,125.7777777778,213.6736868322,1173,0,225.8571428571,430.0986044197,815.815698423,4.8112978897,221700.4,412964.977146074,1441835,63,3325506,415688.25,552792.283808239,1441835,63,3186136,531022.666666667,628471.423660509,1630435,127981,0,0,0,0,192,152,2.706355063,2.1049428267,0,1173,159.5882352941,310.4088148764,96353.6323529412,0,0,1,1,0,0,0,1,0,169.5625,125.7777777778,225.8571428571,0,0,0,0,0,0,9,1132,7,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,Benign
23552,6,1519276863.0,86116483,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232243576,86116483,0,86116483,86116483,86116483,86116483,0,86116483,86116483,0,0,0,0,0,0,0,0,0,40,0,0.0232243576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62570,-1,0,20,0,0,0,0,86116483,0,86116483,86116483,Benign
53,17,1519298717.0,943,1,1,29,61,29,29,29,0,61,61,61,0,95440.084835631,2120.8907741251,943,0,943,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1060.4453870626,1060.4453870626,29,61,39.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,59.5,29,61,0,0,0,0,0,0,1,29,1,61,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
11651,6,1519273715.0,86335179,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0231655279,86335179,0,86335179,86335179,86335179,86335179,0,86335179,86335179,0,0,0,0,0,0,0,0,0,40,0,0.0231655279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62566,-1,0,20,0,0,0,0,86335179,0,86335179,86335179,Benign
53,17,1519274632.0,12551,1,1,77,155,77,77,77,0,155,155,155,0,18484.5829017608,159.3498526014,12551,0,12551,12551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,79.6749263007,79.6749263007,77,155,103,45.0333209968,2028,0,0,0,0,0,0,0,0,1,154.5,77,155,0,0,0,0,0,0,1,77,1,155,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519277077.0,2571110,11,8,1148,2754,677,0,104.3636363636,202.2944748268,1173,0,344.25,520.2819977117,1517.6324622439,7.3898044035,142839.444444444,235899.989607815,953078,2,2571110,257111,325243.430968935,1099743,2,2477881,353983,303745.333750715,953078,95201,0,0,0,0,244,172,4.2783078126,3.111496591,0,1173,195.1,370.6805831668,137404.094736842,0,0,0,1,0,0,0,0,0,205.3684210526,104.3636363636,344.25,0,0,0,0,0,0,11,1148,8,2754,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519274741.0,5281155,11,7,1148,1581,677,0,104.3636363636,202.2944748268,1173,0,225.8571428571,430.0986044197,516.7430230698,3.4083453335,310656.176470588,637442.312208842,2618472,3,5281155,528115.5,809890.503233239,2618472,3,5069504,844917.333333333,1037972.90095814,2896705,214784,0,0,0,0,232,152,2.0828777038,1.3254676297,0,1173,143.6315789474,298.5202785828,89114.3567251462,0,0,1,1,0,0,0,1,0,151.6111111111,104.3636363636,225.8571428571,0,0,0,0,0,0,11,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
135,6,1519277297.0,224262,2,1,0,0,0,0,0,0,0,0,0,0,0,13.377210584,112131,158386.262131537,224127,135,224262,224262,0,224262,224262,0,0,0,0,0,0,0,0,0,64,40,8.9181403894,4.4590701947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,65535,8192,0,20,0,0,0,0,0,0,0,0,Benign
48450,6,1519296484.0,87746742,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0227928691,87746742,0,87746742,87746742,87746742,87746742,0,87746742,87746742,0,0,0,0,0,0,0,0,0,40,0,0.0227928691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62564,-1,0,20,0,0,0,0,87746742,0,87746742,87746742,Benign
53,17,1519299939.0,733,1,1,45,73,45,45,45,0,73,73,73,0,160982.264665757,2728.5129604366,733,0,733,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1364.2564802183,1364.2564802183,45,73,54.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,81.5,45,73,0,0,0,0,0,0,1,45,1,73,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519271768.0,761,1,1,45,73,45,45,45,0,73,73,73,0,155059.132720105,2628.1208935611,761,0,761,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1314.0604467806,1314.0604467806,45,73,54.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,81.5,45,73,0,0,0,0,0,0,1,45,1,73,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519271554.0,346,1,1,41,57,41,41,41,0,57,57,57,0,283236.994219653,5780.3468208093,346,0,346,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2890.1734104046,2890.1734104046,41,57,46.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,69.5,41,57,0,0,0,0,0,0,1,41,1,57,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519299121.0,280,1,1,41,57,41,41,41,0,57,57,57,0,350000,7142.8571428572,280,0,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3571.4285714286,3571.4285714286,41,57,46.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,69.5,41,57,0,0,0,0,0,0,1,41,1,57,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
59396,6,1519274720.0,61,2,0,0,0,0,0,0,0,0,0,0,0,0,32786.8852459016,61,0,61,61,61,61,0,61,61,0,0,0,0,0,0,0,0,0,40,0,32786.8852459016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519300748.0,60058,2,2,90,306,45,45,45,0,153,153,153,0,6593.6261613773,66.6022844584,20019.3333333333,33416.5636224513,58600,167,59891,59891,0,59891,59891,58767,58767,0,58767,58767,0,0,0,0,16,16,33.3011422292,33.3011422292,45,153,88.2,59.1540362106,3499.2,0,0,0,0,0,0,0,0,1,110.25,45,153,0,0,0,0,0,0,2,90,2,306,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
53,17,1519270743.0,110295,2,2,74,204,37,37,37,0,102,102,102,0,2520.513169228,36.2663765357,36765,45220.9966829569,87260,1,23034,23034,0,23034,23034,1,1,0,1,1,0,0,0,0,16,16,18.1331882678,18.1331882678,37,102,63,35.6019662378,1267.5,0,0,0,0,0,0,0,0,1,78.75,37,102,0,0,0,0,0,0,2,74,2,204,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519264403.0,3049690,12,7,1148,1581,677,0,95.6666666667,195.2189136391,1173,0,225.8571428571,430.0986044197,894.8450498247,6.2301414242,169427.222222222,299120.724576423,986116,86,3049690,277244.545454545,406643.468994982,1183286,158,2865035,477505.833333333,453777.875399591,1152438,113818,0,0,0,0,252,152,3.9348261627,2.2953152616,0,1173,136.45,292.3279475989,85455.6289473685,0,0,1,1,0,0,0,1,0,143.6315789474,95.6666666667,225.8571428571,0,0,0,0,0,0,12,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519276463.0,2276860,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1198.5805012166,6.5880203438,162632.857142857,253022.29779754,953135,69,2276860,325265.714285714,438461.381353293,1298353,69,1984334,330722.333333333,309973.346821733,953135,158745,0,0,0,0,168,148,3.51361085,3.0744094938,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
25840,6,1519276978.0,86244446,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0231898991,86244446,0,86244446,86244446,86244446,86244446,0,86244446,86244446,0,0,0,0,0,0,0,0,0,40,0,0.0231898991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62568,-1,0,20,0,0,0,0,86244446,0,86244446,86244446,Benign
53,17,1519291476.0,218,1,1,65,193,65,65,65,0,193,193,193,0,1183486.23853211,9174.3119266055,218,0,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4587.1559633028,4587.1559633028,65,193,107.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,161.5,65,193,0,0,0,0,0,0,1,65,1,193,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53627,6,1519288020.0,141,2,0,0,0,0,0,0,0,0,0,0,0,0,14184.3971631206,141,0,141,141,141,141,0,141,141,0,0,0,0,0,0,0,0,0,40,0,14184.3971631206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519291293.0,12565,1,1,39,100,39,39,39,0,100,100,100,0,11062.4751293275,159.1723040191,12565,0,12565,12565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,79.5861520096,79.5861520096,39,100,59.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,0,1,89,39,100,0,0,0,0,0,0,1,39,1,100,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519266628.0,1936998,9,7,1148,1581,677,0,127.5555555556,218.6910555505,1173,0,225.8571428571,430.0986044197,1408.8811655975,8.2602047085,129133.2,238541.630974014,953153,3,1936998,242124.75,363530.983315728,1127597,3,1816659,302776.5,329263.346038243,953153,118306,0,0,0,0,192,152,4.6463651485,3.61383956,0,1173,160.5294117647,312.0440909645,97371.5147058823,0,0,1,1,0,0,0,1,0,170.5625,127.5555555556,225.8571428571,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519289779.0,4823044,12,8,1148,2754,677,0,95.6666666667,195.2189136391,1173,0,344.25,520.2819977117,809.0326358209,4.1467587689,253844.421052632,564703.037080781,2388929,2,4823044,438458.545454545,747786.724682294,2388929,2,4234383,604911.857142857,864697.056828658,2429627,42053,0,0,0,0,264,172,2.4880552614,1.6587035076,0,1173,185.8095238095,363.7945325383,132346.461904762,0,0,0,1,0,0,0,0,0,195.1,95.6666666667,344.25,0,0,0,0,0,0,12,1148,8,2754,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
53,17,1519300742.0,1286,1,1,35,87,35,35,35,0,87,87,87,0,94867.8071539658,1555.2099533437,1286,0,1286,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,777.6049766719,777.6049766719,35,87,52.3333333333,30.0222139979,901.3333333333,0,0,0,0,0,0,0,0,1,78.5,35,87,0,0,0,0,0,0,1,35,1,87,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519271556.0,231,1,1,41,169,41,41,41,0,169,169,169,0,909090.909090909,8658.0086580087,231,0,231,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4329.0043290043,4329.0043290043,41,169,83.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,125.5,41,169,0,0,0,0,0,0,1,41,1,169,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519296962.0,321,1,1,40,120,40,40,40,0,120,120,120,0,498442.367601246,6230.5295950156,321,0,321,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3115.2647975078,3115.2647975078,40,120,66.6666666667,46.1880215352,2133.3333333333,0,0,0,0,0,0,0,0,1,100,40,120,0,0,0,0,0,0,1,40,1,120,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
445,6,1519266073.0,910906,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,870.5618362378,12.0758892795,91090.6,117466.898820429,232143,65,910835,182167,101748.597169691,232241,266,910841,227710.25,4049.7259475179,232214,223539,0,0,0,0,132,112,6.5868486979,5.4890405816,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0,0,0,0,0,0,0,0,Benign
5917,6,1519277050.0,85726275,2,0,0,0,0,0,0,0,0,0,0,0,0,0.02333007,85726275,0,85726275,85726275,85726275,85726275,0,85726275,85726275,0,0,0,0,0,0,0,0,0,40,0,0.02333007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62566,-1,0,20,0,0,0,0,85726275,0,85726275,85726275,Benign
29855,6,1519274817.0,86101564,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232283818,86101564,0,86101564,86101564,86101564,86101564,0,86101564,86101564,0,0,0,0,0,0,0,0,0,40,0,0.0232283818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62566,-1,0,20,0,0,0,0,86101564,0,86101564,86101564,Benign
53,17,1519264750.0,257,1,1,44,60,44,44,44,0,60,60,60,0,404669.260700389,7782.1011673152,257,0,257,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3891.0505836576,3891.0505836576,44,60,49.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,74,44,60,0,0,0,0,0,0,1,44,1,60,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519300743.0,1272,1,1,35,83,35,35,35,0,83,83,83,0,92767.2955974843,1572.3270440252,1272,0,1272,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,786.1635220126,786.1635220126,35,83,51,27.7128129211,768,0,0,0,0,0,0,0,0,1,76.5,35,83,0,0,0,0,0,0,1,35,1,83,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
55194,6,1519273258.0,86161152,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232123173,86161152,0,86161152,86161152,86161152,86161152,0,86161152,86161152,0,0,0,0,0,0,0,0,0,40,0,0.0232123173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62570,-1,0,20,0,0,0,0,86161152,0,86161152,86161152,Benign
443,6,1519274430.0,8018532,2,2,46,46,46,0,23,32.5269119346,46,0,23,32.5269119346,11.4734218184,0.4988444269,2672844,4548585.46857801,7925091,39247,93441,93441,0,93441,93441,7979285,7979285,0,7979285,7979285,1,0,0,0,40,40,0.2494222134,0.2494222134,0,46,27.6,25.1952376452,634.8,0,1,0,0,1,0,0,0,1,34.5,23,23,0,0,0,0,0,0,2,46,2,46,3792,0,0,20,93441,0,93441,93441,7925091,0,7925091,7925091,Benign
16606,6,1519270869.0,86121231,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0232230772,86121231,0,86121231,86121231,86121231,86121231,0,86121231,86121231,0,0,0,0,0,0,0,0,0,40,0,0.0232230772,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62570,-1,0,20,0,0,0,0,86121231,0,86121231,86121231,Benign
53,17,1519301968.0,12535,1,1,66,148,66,66,66,0,148,148,148,0,17072.1978460311,159.5532508975,12535,0,12535,12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,79.7766254487,79.7766254487,66,148,93.3333333333,47.3427220735,2241.3333333333,0,0,0,0,0,0,0,0,1,140,66,148,0,0,0,0,0,0,1,66,1,148,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
3389,6,1519268347.0,2174095,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1255.2349368358,6.8994225183,155292.5,248003.763265724,953216,70,2174095,310585,397936.059766306,1197810,70,1980236,330039.333333333,305922.793176753,953216,194142,0,0,0,0,172,152,3.6796920098,3.2197305086,0,1173,170.5625,319.433241591,102037.595833333,0,0,1,1,0,0,0,1,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
53,17,1519271556.0,12352,1,1,40,101,40,40,40,0,101,101,101,0,11415.1554404145,161.9170984456,12352,0,12352,12352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,80.9585492228,80.9585492228,40,101,60.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,0,1,90.5,40,101,0,0,0,0,0,0,1,40,1,101,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
15995,6,1519276413.0,86238655,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0231914563,86238655,0,86238655,86238655,86238655,86238655,0,86238655,86238655,0,0,0,0,0,0,0,0,0,40,0,0.0231914563,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62568,-1,0,20,0,0,0,0,86238655,0,86238655,86238655,Benign
5894,6,1519275206.0,86249403,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0231885663,86249403,0,86249403,86249403,86249403,86249403,0,86249403,86249403,0,0,0,0,0,0,0,0,0,40,0,0.0231885663,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62570,-1,0,20,0,0,0,0,86249403,0,86249403,86249403,Benign
51498,6,1519301968.0,4726710,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4231272915,4726710,0,4726710,4726710,4726710,4726710,0,4726710,4726710,0,0,0,0,0,0,0,0,0,40,0,0.4231272915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30016,-1,0,20,0,0,0,0,0,0,0,0,Benign
3389,6,1519289207.0,2584418,9,9,1789,1618,661,0,198.7777777778,270.9436185712,1173,0,179.7777777778,383.6465749156,1318.2851999947,6.9648176108,152024.588235294,173435.09018328,558850,3,2584418,323052.25,399228.282945181,1261717,3,2410739,301342.375,169111.410349118,558850,170119,0,0,0,0,192,204,3.4824088054,3.4824088054,0,1173,179.3157894737,316.256410147,100018.116959064,0,0,1,1,0,0,0,1,1,189.2777777778,198.7777777778,179.7777777778,0,0,0,0,0,0,9,1789,9,1618,8192,62872,6,20,0,0,0,0,0,0,0,0,Benign
50790,6,1519298131.0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,57142.8571428571,35,0,35,35,35,35,0,35,35,0,0,0,0,0,0,0,0,0,40,0,57142.8571428571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Benign
49718,6,1519290867.0,50,1,1,0,0,0,0,0,0,0,0,0,0,0,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20000,20000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,288,253,0,20,0,0,0,0,0,0,0,0,Benign
55766,6,1519265611.0,142,2,0,0,0,0,0,0,0,0,0,0,0,0,14084.5070422535,142,0,142,142,142,142,0,142,142,0,0,0,0,0,0,0,0,0,40,0,14084.5070422535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0,0,0,0,0,0,0,0,Benign
64299,6,1519293329.0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,50000,40,0,40,40,40,40,0,40,40,0,0,0,0,0,0,0,0,0,40,0,50000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0,0,0,0,0,0,0,0,Benign
53,17,1519299940.0,18197,1,1,31,146,31,31,31,0,146,146,146,0,9726.8780568226,109.9082266308,18197,0,18197,18197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,54.9541133154,54.9541133154,31,146,69.3333333333,66.3952809568,4408.3333333333,0,0,0,0,0,0,0,0,1,104,31,146,0,0,0,0,0,0,1,31,1,146,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,1519293821.0,309,1,1,77,205,77,77,77,0,205,205,205,0,912621.359223301,6472.4919093851,309,0,309,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3236.2459546926,3236.2459546926,77,205,119.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,179.5,77,205,0,0,0,0,0,0,1,77,1,205,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
